FightID,Date,Country,Fighter_Name,DOB,Stance,Weight,Result,Method
7105,7/04/2018,USA,Joanna Jedrzejczyk,18/08/1987,Orthodox,115,Loss,DEC
7105,7/04/2018,USA,Rose Namajunas,29/06/1992,Orthodox,115,Win,DEC
7144,7/04/2018,USA,Calvin Kattar,26/03/1988,Orthodox,145,Loss,DEC
7144,7/04/2018,USA,Renato Moicano,21/05/1989,Orthodox,145,Win,DEC
7165,7/04/2018,USA,Kyle Bochniak,5/02/1987,Orthodox,145,Loss,DEC
7165,7/04/2018,USA,Zabit Magomedsharipov,1/03/1991,Orthodox,145,Win,DEC
7108,7/04/2018,USA,Felice Herrig,18/09/1984,Orthodox,115,Loss,DEC
7108,7/04/2018,USA,Karolina Kowalkiewicz,15/10/1985,Orthodox,115,Win,DEC
7114,7/04/2018,USA,Chris Gruetzemacher,16/06/1986,Orthodox,155,Win,KO/TKO
7114,7/04/2018,USA,Joe Lauzon,22/05/1984,Orthodox,155,Loss,KO/TKO
7148,7/04/2018,USA,Ashlee Evans-Smith,9/07/1987,Orthodox,125,Win,DEC
7148,7/04/2018,USA,Bec Rawlings,11/02/1989,Orthodox,125,Loss,DEC
7160,7/04/2018,USA,Olivier Aubin-Mercier,23/02/1989,Southpaw,155,Win,KO/TKO
7160,7/04/2018,USA,Evan Dunham,18/12/1981,Southpaw,155,Loss,KO/TKO
7166,7/04/2018,USA,Mike Rodriguez,28/11/1988,Southpaw,205,Loss,DEC
7166,7/04/2018,USA,Devin Clark,12/04/1990,Orthodox,205,Win,DEC
7106,14/04/2018,USA,Justin Gaethje,14/11/1988,Orthodox,155,Loss,KO/TKO
7106,14/04/2018,USA,Dustin Poirier,19/01/1989,Southpaw,155,Win,KO/TKO
7115,14/04/2018,USA,Alex Oliveira,21/02/1988,Orthodox,170,Win,SUB
7115,14/04/2018,USA,Carlos Condit,26/04/1984,Orthodox,170,Loss,SUB
7122,14/04/2018,USA,Adam Wieczorek,5/02/1992,Orthodox,250,Win,SUB
7122,14/04/2018,USA,Arjan Bhullar,13/05/1986,Orthodox,245,Loss,SUB
7150,14/04/2018,USA,Marvin Vettori,20/09/1993,Southpaw,185,Loss,DEC
7150,14/04/2018,USA,Israel Adesanya,22/07/1989,Switch,185,Win,DEC
7136,14/04/2018,USA,Cortney Casey,5/05/1987,Orthodox,115,Loss,DEC
7136,14/04/2018,USA,Michelle Waterson,6/01/1986,Orthodox,115,Win,DEC
7139,14/04/2018,USA,Antonio Carlos Junior,16/03/1990,Orthodox,185,Win,SUB
7139,14/04/2018,USA,Tim Boetsch,28/01/1981,Orthodox,185,Loss,SUB
7203,14/04/2018,USA,Ricky Rainey,29/06/1983,Switch,170,Loss,KO/TKO
7203,14/04/2018,USA,Muslim Salikhov,9/06/1984,Orthodox,170,Win,KO/TKO
7123,14/04/2018,USA,John Moraga,20/03/1984,Orthodox,125,Win,DEC
7123,14/04/2018,USA,Wilson Reis,6/01/1985,Southpaw,125,Loss,DEC
7141,14/04/2018,USA,Brad Tavares,21/12/1987,Orthodox,185,Win,KO/TKO
7141,14/04/2018,USA,Krzysztof Jotko,19/08/1989,Southpaw,185,Loss,KO/TKO
7208,14/04/2018,USA,Dan Moret,21/11/1986,Southpaw,155,Loss,KO/TKO
7208,14/04/2018,USA,Gilbert Burns,20/07/1986,Orthodox,155,Win,KO/TKO
7140,14/04/2018,USA,Lauren Mueller,15/11/1991,Orthodox,125,Win,DEC
7140,14/04/2018,USA,Shana Dobson,30/03/1989,,125,Loss,DEC
7128,14/04/2018,USA,Yushin Okami,21/07/1981,Southpaw,170,Win,DEC
7128,14/04/2018,USA,Dhiego Lima,31/01/1989,Orthodox,170,Loss,DEC
7209,14/04/2018,USA,Alejandro Perez,2/09/1989,Orthodox,135,Win,KO/TKO
7209,14/04/2018,USA,Matthew Lopez,21/01/1987,Southpaw,135,Loss,KO/TKO
7204,14/04/2018,USA,Patrick Williams,7/09/1981,Orthodox,135,Loss,DEC
7204,14/04/2018,USA,Luke Sanders,12/12/1985,Southpaw,135,Win,DEC
7117,7/07/2018,USA,Daniel Cormier,20/03/1979,Orthodox,235,Win,KO/TKO
7117,7/07/2018,USA,Stipe Miocic,19/08/1982,Orthodox,240,Loss,KO/TKO
7244,7/07/2018,USA,Derrick Lewis,7/02/1985,Orthodox,260,Win,DEC
7244,7/07/2018,USA,Francis Ngannou,5/09/1986,Orthodox,250,Loss,DEC
7235,7/07/2018,USA,Mike Perry,15/09/1991,Orthodox,170,Win,DEC
7235,7/07/2018,USA,Paul Felder,25/04/1984,Orthodox,170,Loss,DEC
7259,7/07/2018,USA,Anthony Pettis,27/01/1987,Orthodox,155,Win,SUB
7259,7/07/2018,USA,Michael Chiesa,7/12/1987,Southpaw,155,Loss,SUB
7223,7/07/2018,USA,Khalil Rountree Jr.,26/02/1990,Southpaw,205,Win,KO/TKO
7223,7/07/2018,USA,Gokhan Saki,19/10/1983,Orthodox,205,Loss,KO/TKO
7246,7/07/2018,USA,Paulo Costa,21/04/1991,,185,Win,KO/TKO
7246,7/07/2018,USA,Uriah Hall,31/07/1984,Orthodox,185,Loss,KO/TKO
7221,7/07/2018,USA,Rob Font,25/06/1987,Orthodox,135,Loss,DEC
7221,7/07/2018,USA,Raphael Assuncao,19/07/1982,Orthodox,135,Win,DEC
7319,7/07/2018,USA,Drakkar Klose,9/03/1988,Orthodox,155,Win,DEC
7319,7/07/2018,USA,Lando Vannata,14/03/1992,Orthodox,155,Loss,DEC
7275,7/07/2018,USA,Max Griffin,29/11/1985,Orthodox,170,Loss,DEC
7275,7/07/2018,USA,Curtis Millender,1/12/1987,Orthodox,170,Win,DEC
7288,7/07/2018,USA,Gilbert Burns,20/07/1986,Orthodox,155,Loss,KO/TKO
7288,7/07/2018,USA,Dan Hooker,13/02/1990,Switch,155,Win,KO/TKO
7320,7/07/2018,USA,Emily Whitmire,24/05/1991,,115,Win,DEC
7320,7/07/2018,USA,Jamie Moyle,17/03/1989,Orthodox,115,Loss,DEC
7164,21/04/2018,USA,Kevin Lee,4/09/1992,Orthodox,155,Loss,KO/TKO
7164,21/04/2018,USA,Edson Barboza,21/01/1986,Orthodox,155,Win,KO/TKO
7190,21/04/2018,USA,Cub Swanson,2/11/1983,Orthodox,145,Loss,DEC
7190,21/04/2018,USA,Frankie Edgar,16/10/1981,Orthodox,145,Win,DEC
7210,21/04/2018,USA,Chase Sherman,16/11/1989,Orthodox,250,Loss,DEC
7210,21/04/2018,USA,Justin Willis,19/07/1987,Southpaw,264,Win,DEC
7130,21/04/2018,USA,Thiago Santos,7/01/1984,Orthodox,185,Loss,KO/TKO
7130,21/04/2018,USA,David Branch,26/09/1981,Orthodox,185,Win,KO/TKO
7137,21/04/2018,USA,Brett Johns,21/02/1992,Orthodox,135,Loss,DEC
7137,21/04/2018,USA,Aljamain Sterling,31/07/1989,Orthodox,135,Win,DEC
7162,21/04/2018,USA,Dan Hooker,13/02/1990,Switch,155,Win,KO/TKO
7162,21/04/2018,USA,Jim Miller,30/08/1983,Southpaw,155,Loss,KO/TKO
7167,21/04/2018,USA,Alex Garcia,14/07/1987,Orthodox,170,Loss,DEC
7167,21/04/2018,USA,Ryan LaFlare,1/10/1983,Southpaw,170,Win,DEC
7168,21/04/2018,USA,Luan Chagas,17/06/1993,Orthodox,170,Loss,KO/TKO
7168,21/04/2018,USA,Siyar Bahadurzada,17/04/1984,Orthodox,185,Win,KO/TKO
7131,21/04/2018,USA,Patrick Cummins,16/11/1980,Orthodox,205,Loss,DEC
7131,21/04/2018,USA,Corey Anderson,22/09/1989,Orthodox,205,Win,DEC
7211,21/04/2018,USA,Ricky Simon,31/08/1992,Orthodox,135,Win,KO/TKO
7211,21/04/2018,USA,Merab Dvalishvili,10/01/1991,Orthodox,135,Loss,KO/TKO
7169,21/04/2018,USA,Keita Nakamura,22/05/1984,Southpaw,170,Loss,DEC
7169,21/04/2018,USA,Tony Martin,11/12/1989,Orthodox,170,Win,DEC
7180,9/06/2018,USA,Yoel Romero,30/04/1977,Southpaw,185,Loss,DEC
7180,9/06/2018,USA,Robert Whittaker,20/12/1990,Orthodox,185,Win,DEC
7205,9/06/2018,USA,Colby Covington,22/02/1988,Orthodox,170,Win,DEC
7205,9/06/2018,USA,Rafael Dos Anjos,26/10/1984,Southpaw,170,Loss,DEC
7216,9/06/2018,USA,Megan Anderson,11/02/1990,Orthodox,145,Loss,DEC
7216,9/06/2018,USA,Holly Holm,17/10/1981,Southpaw,145,Win,DEC
7186,9/06/2018,USA,Tai Tuivasa,16/03/1993,Southpaw,264,Win,DEC
7186,9/06/2018,USA,Andrei Arlovski,4/02/1979,Orthodox,240,Loss,DEC
7219,9/06/2018,USA,Mike Jackson,22/03/1985,Orthodox,170,Win,DEC
7219,9/06/2018,USA,CM Punk,26/10/1978,Orthodox,170,Loss,DEC
7170,9/06/2018,USA,Curtis Blaydes,18/02/1991,Orthodox,265,Win,KO/TKO
7170,9/06/2018,USA,Alistair Overeem,17/05/1980,Orthodox,265,Loss,KO/TKO
7145,9/06/2018,USA,Carla Esparza,10/10/1987,,115,Loss,DEC
7145,9/06/2018,USA,Claudia Gadelha,7/12/1988,Orthodox,115,Win,DEC
7218,9/06/2018,USA,Mirsad Bektic,16/02/1991,Orthodox,145,Win,DEC
7218,9/06/2018,USA,Ricardo Lamas,21/05/1982,Orthodox,145,Loss,DEC
7213,9/06/2018,USA,Chris de la Rocha,15/05/1979,Orthodox,250,Win,KO/TKO
7213,9/06/2018,USA,Rashad Coulter,27/11/1981,Orthodox,245,Loss,KO/TKO
7173,9/06/2018,USA,Anthony Smith,26/07/1988,Orthodox,205,Win,KO/TKO
7173,9/06/2018,USA,Rashad Evans,25/09/1979,Orthodox,205,Loss,KO/TKO
7161,9/06/2018,USA,Sergio Pettis,18/08/1993,Orthodox,125,Win,DEC
7161,9/06/2018,USA,Joseph Benavidez,31/07/1984,Southpaw,125,Loss,DEC
7236,9/06/2018,USA,Charles Oliveira,17/10/1989,Orthodox,155,Win,SUB
7236,9/06/2018,USA,Clay Guida,8/12/1981,Orthodox,155,Loss,SUB
7194,9/06/2018,USA,Dan Ige,6/08/1991,Orthodox,145,Win,KO/TKO
7194,9/06/2018,USA,Mike Santiago,28/07/1989,Orthodox,145,Loss,KO/TKO
7171,12/05/2018,Brazil,Raquel Pennington,5/09/1988,Orthodox,135,Loss,KO/TKO
7171,12/05/2018,Brazil,Amanda Nunes,30/05/1988,Orthodox,135,Win,KO/TKO
7149,12/05/2018,Brazil,Kelvin Gastelum,24/10/1991,Southpaw,185,Win,DEC
7149,12/05/2018,Brazil,Jacare Souza,7/12/1979,Orthodox,185,Loss,DEC
7183,12/05/2018,Brazil,Amanda Cooper,22/10/1991,Switch,115,Loss,SUB
7183,12/05/2018,Brazil,Mackenzie Dern,24/03/1993,Orthodox,115,Win,SUB
7182,12/05/2018,Brazil,Brian Kelleher,19/08/1986,Switch,135,Loss,KO/TKO
7182,12/05/2018,Brazil,John Lineker,12/06/1990,Orthodox,135,Win,KO/TKO
7146,12/05/2018,Brazil,Lyoto Machida,30/05/1978,Southpaw,185,Win,KO/TKO
7146,12/05/2018,Brazil,Vitor Belfort,1/04/1977,Southpaw,185,Loss,KO/TKO
7172,12/05/2018,Brazil,Karl Roberson,4/10/1990,Southpaw,185,Loss,SUB
7172,12/05/2018,Brazil,Cezar Ferreira,15/02/1985,Southpaw,185,Win,SUB
7184,12/05/2018,Brazil,Junior Albini,15/03/1991,Orthodox,264,Loss,SUB
7184,12/05/2018,Brazil,Aleksei Oleinik,20/06/1977,Orthodox,240,Win,SUB
7175,12/05/2018,Brazil,Nick Hein,24/04/1984,Southpaw,155,Loss,SUB
7175,12/05/2018,Brazil,Davi Ramos,5/11/1986,Orthodox,170,Win,SUB
7196,12/05/2018,Brazil,Sean Strickland,27/02/1991,Orthodox,170,Loss,KO/TKO
7196,12/05/2018,Brazil,Elizeu Zaleski dos Santos,11/12/1986,Orthodox,170,Win,KO/TKO
7188,12/05/2018,Brazil,Sultan Aliev,17/09/1984,Orthodox,170,Loss,KO/TKO
7188,12/05/2018,Brazil,Warlley Alves,4/01/1991,Orthodox,170,Win,KO/TKO
7174,12/05/2018,Brazil,Jack Hermansson,10/06/1988,Orthodox,185,Win,KO/TKO
7174,12/05/2018,Brazil,Thales Leites,6/09/1981,Orthodox,185,Loss,KO/TKO
7176,12/05/2018,Brazil,Ramazan Emeev,23/05/1987,Southpaw,185,Win,DEC
7176,12/05/2018,Brazil,Alberto Mina,2/05/1982,Orthodox,170,Loss,DEC
7263,12/05/2018,Brazil,James Bochnovic,13/02/1989,Orthodox,205,Loss,SUB
7263,12/05/2018,Brazil,Markus Perez,22/06/1988,Orthodox,185,Win,SUB
7163,1/06/2018,USA,Marlon Moraes,26/04/1988,Orthodox,135,Win,KO/TKO
7163,1/06/2018,USA,Jimmie Rivera,29/06/1989,Orthodox,135,Loss,KO/TKO
7181,1/06/2018,USA,Vinc Pichel,23/11/1982,Orthodox,155,Loss,SUB
7181,1/06/2018,USA,Gregor Gillespie,13/11/1986,Orthodox,155,Win,SUB
7152,1/06/2018,USA,Daniel Spitz,31/07/1990,Orthodox,245,Loss,KO/TKO
7152,1/06/2018,USA,Walt Harris,10/06/1983,Southpaw,250,Win,KO/TKO
7187,1/06/2018,USA,Ben Saunders,13/04/1983,Orthodox,170,Win,KO/TKO
7187,1/06/2018,USA,Jake Ellenberger,28/03/1985,Orthodox,170,Loss,KO/TKO
7214,1/06/2018,USA,Daniel Teymur,3/02/1988,Orthodox,145,Loss,SUB
7214,1/06/2018,USA,Julio Arce,27/10/1989,Southpaw,145,Win,SUB
7179,1/06/2018,USA,Sam Alvey,6/05/1986,Southpaw,205,Win,DEC
7179,1/06/2018,USA,Gian Villante,18/08/1985,Orthodox,205,Loss,DEC
7153,1/06/2018,USA,Lauren Murphy,27/07/1983,Orthodox,125,Loss,DEC
7153,1/06/2018,USA,Sijara Eubanks,27/04/1985,,125,Win,DEC
7233,1/06/2018,USA,David Teymur,1/05/1989,Southpaw,155,Win,DEC
7233,1/06/2018,USA,Nik Lentz,13/08/1984,Orthodox,155,Loss,DEC
7234,1/06/2018,USA,Chance Rencountre,31/12/1986,Southpaw,170,Loss,DEC
7234,1/06/2018,USA,Belal Muhammad,9/07/1988,Orthodox,170,Win,DEC
7228,1/06/2018,USA,Gleison Tibau,7/10/1983,Southpaw,155,Loss,DEC
7228,1/06/2018,USA,Desmond Green,11/10/1989,Southpaw,155,Win,DEC
7222,1/06/2018,USA,Nathaniel Wood,8/05/1993,Orthodox,135,Win,SUB
7222,1/06/2018,USA,Johnny Eduardo,3/08/1978,Orthodox,135,Loss,SUB
7154,1/06/2018,USA,Jose Torres,2/08/1992,Orthodox,125,Win,KO/TKO
7154,1/06/2018,USA,Jarred Brooks,2/05/1993,Switch,125,Loss,KO/TKO
7193,19/05/2018,Chile,Kamaru Usman,11/05/1987,Switch,170,Win,DEC
7193,19/05/2018,Chile,Demian Maia,6/11/1977,Southpaw,170,Loss,DEC
7157,19/05/2018,Chile,Tatiana Suarez,19/12/1990,,115,Win,SUB
7157,19/05/2018,Chile,Alexa Grasso,9/08/1993,Orthodox,115,Loss,SUB
7178,19/05/2018,Chile,Dominick Reyes,26/12/1989,Southpaw,205,Win,KO/TKO
7178,19/05/2018,Chile,Jared Cannonier,16/03/1984,Switch,205,Loss,KO/TKO
7156,19/05/2018,Chile,Guido Cannetti,19/12/1979,Southpaw,135,Win,DEC
7156,19/05/2018,Chile,Diego Rivas,11/11/1991,Orthodox,145,Loss,DEC
7158,19/05/2018,Chile,Andrea Lee,11/02/1989,Orthodox,125,Win,DEC
7158,19/05/2018,Chile,Veronica Macedo,30/10/1995,Southpaw,125,Loss,DEC
7155,19/05/2018,Chile,Chad Laprise,23/07/1986,,170,Loss,KO/TKO
7155,19/05/2018,Chile,Vicente Luque,27/11/1991,,170,Win,KO/TKO
7195,19/05/2018,Chile,Michel Prazeres,25/07/1981,Orthodox,170,Win,DEC
7195,19/05/2018,Chile,Zak Cummings,2/08/1984,Southpaw,170,Loss,DEC
7215,19/05/2018,Chile,Alexandre Pantoja,16/04/1990,Orthodox,125,Win,DEC
7215,19/05/2018,Chile,Brandon Moreno,7/12/1993,Orthodox,125,Loss,DEC
7159,19/05/2018,Chile,Syuri Kondo,8/02/1989,Orthodox,115,Loss,KO/TKO
7159,19/05/2018,Chile,Poliana Botelho,15/12/1988,Orthodox,115,Win,KO/TKO
7212,19/05/2018,Chile,Humberto Bandenay,4/09/1994,Southpaw,145,Loss,KO/TKO
7212,19/05/2018,Chile,Gabriel Benitez,15/06/1988,Southpaw,145,Win,KO/TKO
7220,19/05/2018,Chile,Brandon Davis,8/05/1990,Orthodox,145,Loss,DEC
7220,19/05/2018,Chile,Enrique Barzola,28/04/1989,,145,Win,DEC
7177,19/05/2018,Chile,Frankie Saenz,12/08/1980,Orthodox,135,Win,DEC
7177,19/05/2018,Chile,Henry Briones,22/10/1980,,135,Loss,DEC
7192,19/05/2018,Chile,Felipe Silva,8/05/1984,Orthodox,155,Loss,SUB
7192,19/05/2018,Chile,Claudio Puelles,21/04/1996,Southpaw,155,Win,SUB
7197,27/05/2018,United Kingdom,Darren Till,24/12/1992,Southpaw,170,Win,DEC
7197,27/05/2018,United Kingdom,Stephen Thompson,11/02/1983,Orthodox,170,Loss,DEC
7198,27/05/2018,United Kingdom,Craig White,1/07/1990,Orthodox,170,Loss,KO/TKO
7198,27/05/2018,United Kingdom,Neil Magny,3/08/1987,Orthodox,170,Win,KO/TKO
7202,27/05/2018,United Kingdom,Mads Burnell,6/03/1994,Orthodox,145,Loss,SUB
7202,27/05/2018,United Kingdom,Arnold Allen,22/01/1994,Southpaw,145,Win,SUB
7231,27/05/2018,United Kingdom,Makwan Amirkhani,8/11/1988,Southpaw,145,Win,DEC
7231,27/05/2018,United Kingdom,Jason Knight,14/07/1992,Orthodox,145,Loss,DEC
7201,27/05/2018,United Kingdom,Nordine Taleb,10/06/1981,Orthodox,170,Loss,SUB
7201,27/05/2018,United Kingdom,Claudio Silva,6/09/1982,Southpaw,170,Win,SUB
7279,27/05/2018,United Kingdom,Darren Stewart,30/12/1990,Orthodox,185,Win,KO/TKO
7279,27/05/2018,United Kingdom,Eric Spicely,29/09/1986,Orthodox,185,Loss,KO/TKO
7185,27/05/2018,United Kingdom,Tom Breese,26/09/1991,Southpaw,185,Win,KO/TKO
7185,27/05/2018,United Kingdom,Daniel Kelly,31/10/1977,Southpaw,185,Loss,KO/TKO
7232,27/05/2018,United Kingdom,Gina Mazany,19/08/1988,Southpaw,135,Loss,DEC
7232,27/05/2018,United Kingdom,Lina Lansberg,13/03/1982,Orthodox,135,Win,DEC
7200,27/05/2018,United Kingdom,Carlo Pedersoli,8/06/1993,Southpaw,170,Win,DEC
7200,27/05/2018,United Kingdom,Bradley Scott,24/06/1989,,170,Loss,DEC
7280,27/05/2018,United Kingdom,Molly McCann,4/05/1990,Orthodox,125,Loss,SUB
7280,27/05/2018,United Kingdom,Gillian Robertson,17/05/1995,,125,Win,SUB
7199,27/05/2018,United Kingdom,Trevor Smith,5/01/1981,Orthodox,185,Loss,DEC
7199,27/05/2018,United Kingdom,Elias Theodorou,31/05/1988,Orthodox,185,Win,DEC
7206,4/08/2018,USA,Cody Garbrandt,7/07/1991,Orthodox,135,Loss,KO/TKO
7206,4/08/2018,USA,TJ Dillashaw,7/02/1986,Orthodox,135,Win,KO/TKO
7302,4/08/2018,USA,Henry Cejudo,9/02/1987,Orthodox,125,Win,DEC
7302,4/08/2018,USA,Demetrious Johnson,13/08/1986,Orthodox,125,Loss,DEC
7276,4/08/2018,USA,JJ Aldrich,29/09/1992,Southpaw,115,Win,DEC
7276,4/08/2018,USA,Polyana Viana,14/06/1992,Orthodox,115,Loss,DEC
7285,4/08/2018,USA,Renato Moicano,21/05/1989,Orthodox,145,Win,SUB
7285,4/08/2018,USA,Cub Swanson,2/11/1983,Orthodox,145,Loss,SUB
7342,4/08/2018,USA,Brett Johns,21/02/1992,Orthodox,135,Loss,DEC
7342,4/08/2018,USA,Pedro Munhoz,7/09/1986,Orthodox,135,Win,DEC
7304,4/08/2018,USA,Montel Jackson,24/04/1992,Southpaw,135,Loss,DEC
7304,4/08/2018,USA,Ricky Simon,31/08/1992,Orthodox,135,Win,DEC
7381,4/08/2018,USA,Kevin Holland,5/11/1992,Orthodox,185,Loss,DEC
7381,4/08/2018,USA,Thiago Santos,7/01/1984,Orthodox,185,Win,DEC
7361,4/08/2018,USA,Sheymon Moraes,11/10/1990,Orthodox,145,Win,DEC
7361,4/08/2018,USA,Matt Sayles,21/02/1994,Orthodox,145,Loss,DEC
7366,4/08/2018,USA,Jose Torres,2/08/1992,Orthodox,125,Loss,KO/TKO
7366,4/08/2018,USA,Alex Perez,21/03/1992,Orthodox,125,Win,KO/TKO
7277,4/08/2018,USA,Kyung Ho Kang,9/09/1987,Orthodox,135,Loss,DEC
7277,4/08/2018,USA,Ricardo Ramos,1/08/1995,Orthodox,135,Win,DEC
7300,4/08/2018,USA,Weili Zhang,13/08/1989,Switch,115,Win,DEC
7300,4/08/2018,USA,Danielle Taylor,25/10/1989,Orthodox,115,Loss,DEC
7278,4/08/2018,USA,Wuliji Buren,1/03/1989,Orthodox,135,Loss,KO/TKO
7278,4/08/2018,USA,Marlon Vera,2/12/1992,Switch,135,Win,KO/TKO
7207,23/06/2018,Singapore,Leon Edwards,25/08/1991,Southpaw,170,Win,DEC
7207,23/06/2018,Singapore,Donald Cerrone,29/03/1983,Orthodox,170,Loss,DEC
7224,23/06/2018,Singapore,Tyson Pedro,17/09/1991,Orthodox,205,Loss,SUB
7224,23/06/2018,Singapore,Ovince Saint Preux,8/04/1983,Southpaw,205,Win,SUB
7225,23/06/2018,Singapore,Jessica Eye,27/07/1986,Orthodox,125,Win,DEC
7225,23/06/2018,Singapore,Jessica-Rose Clark,28/11/1987,Orthodox,125,Loss,DEC
7264,23/06/2018,Singapore,Daichi Abe,27/11/1991,Orthodox,170,Loss,DEC
7264,23/06/2018,Singapore,Li Jingliang,20/03/1988,Orthodox,170,Win,DEC
7269,23/06/2018,Singapore,Petr Yan,11/02/1993,Switch,135,Win,KO/TKO
7269,23/06/2018,Singapore,Teruto Ishihara,23/07/1991,Southpaw,135,Loss,KO/TKO
7265,23/06/2018,Singapore,Song Yadong,2/12/1997,Orthodox,135,Win,KO/TKO
7265,23/06/2018,Singapore,Felipe Arantes,9/02/1988,Orthodox,135,Loss,KO/TKO
7310,23/06/2018,Singapore,Shane Young,31/07/1993,Orthodox,145,Win,KO/TKO
7310,23/06/2018,Singapore,Rolando Dy,11/08/1990,Orthodox,145,Loss,KO/TKO
7270,23/06/2018,Singapore,Hector Aldana,17/08/1988,Orthodox,170,Loss,KO/TKO
7270,23/06/2018,Singapore,Song Kenan,10/03/1990,Orthodox,170,Win,KO/TKO
7226,23/06/2018,Singapore,Jake Matthews,19/08/1994,Orthodox,170,Win,SUB
7226,23/06/2018,Singapore,Shinsho Anzai,1/12/1985,Orthodox,170,Loss,SUB
7230,23/06/2018,Singapore,Yan Xiaonan,16/06/1989,Orthodox,115,Win,DEC
7230,23/06/2018,Singapore,Viviane Pereira,28/08/1993,Orthodox,115,Loss,DEC
7229,23/06/2018,Singapore,Naoki Inoue,14/06/1997,Orthodox,125,Loss,DEC
7229,23/06/2018,Singapore,Matt Schnell,15/01/1990,Orthodox,125,Win,DEC
7227,23/06/2018,Singapore,Ulka Sasaki,7/10/1989,Southpaw,125,Win,SUB
7227,23/06/2018,Singapore,Jenel Lausa,1/08/1988,Orthodox,125,Loss,SUB
7311,23/06/2018,Singapore,Melinda Fabian,25/06/1987,,125,Loss,DEC
7311,23/06/2018,Singapore,Ji Yeon Kim,18/10/1989,Orthodox,125,Win,DEC
7258,6/07/2018,USA,Israel Adesanya,22/07/1989,Switch,185,Win,DEC
7258,6/07/2018,USA,Brad Tavares,21/12/1987,Orthodox,185,Loss,DEC
7343,6/07/2018,USA,Joe Giannetti,5/07/1995,Southpaw,155,Loss,DEC
7343,6/07/2018,USA,Michael Trizano,31/12/1991,Orthodox,155,Win,DEC
7344,6/07/2018,USA,Brad Katona,19/12/1991,Orthodox,145,Win,DEC
7344,6/07/2018,USA,Jay Cucciniello,23/07/1986,Orthodox,155,Loss,DEC
7301,6/07/2018,USA,Martin Bravo,21/09/1993,Southpaw,145,Loss,DEC
7301,6/07/2018,USA,Alex Caceres,20/06/1988,Southpaw,145,Win,DEC
7239,6/07/2018,USA,Barb Honchak,30/08/1979,,125,Loss,KO/TKO
7239,6/07/2018,USA,Roxanne Modafferi,24/09/1982,,125,Win,KO/TKO
7238,6/07/2018,USA,Julian Marquez,8/05/1990,Orthodox,185,Loss,DEC
7238,6/07/2018,USA,Alessio Di Chirico,12/12/1989,Orthodox,185,Win,DEC
7240,6/07/2018,USA,Rachael Ostovich,25/02/1991,,125,Loss,SUB
7240,6/07/2018,USA,Montana De La Rosa,14/02/1995,,125,Win,SUB
7312,6/07/2018,USA,Richie Smullen,17/08/1991,Orthodox,155,Loss,SUB
7312,6/07/2018,USA,Luis Pena,5/07/1993,Southpaw,155,Win,SUB
7339,6/07/2018,USA,Allan Zuniga,4/04/1992,Orthodox,155,Loss,DEC
7339,6/07/2018,USA,John Gunther,24/11/1985,Orthodox,155,Win,DEC
7346,6/07/2018,USA,Bryce Mitchell,4/10/1994,Southpaw,145,Win,DEC
7346,6/07/2018,USA,Tyler Diamond,18/03/1991,Orthodox,145,Loss,DEC
7266,6/07/2018,USA,Steven Peterson,29/05/1990,Orthodox,145,Win,DEC
7266,6/07/2018,USA,Matt Bessette,28/12/1984,Orthodox,145,Loss,DEC
7321,6/07/2018,USA,Oskar Piechota,24/01/1990,Southpaw,185,Loss,SUB
7321,6/07/2018,USA,Gerald Meerschaert,18/12/1987,Southpaw,185,Win,SUB
7271,14/07/2018,USA,Blagoy Ivanov,9/10/1986,Southpaw,250,Loss,DEC
7271,14/07/2018,USA,Junior Dos Santos,30/01/1984,Orthodox,238,Win,DEC
7340,14/07/2018,USA,Zak Ottow,22/12/1986,Orthodox,170,Loss,KO/TKO
7340,14/07/2018,USA,Sage Northcutt,1/03/1996,Orthodox,170,Win,KO/TKO
7284,14/07/2018,USA,Rick Glenn,12/04/1989,Southpaw,145,Win,DEC
7284,14/07/2018,USA,Dennis Bermudez,13/12/1986,Orthodox,145,Loss,DEC
7341,14/07/2018,USA,Niko Price,29/09/1989,Orthodox,170,Win,KO/TKO
7341,14/07/2018,USA,Randy Brown,8/07/1990,Orthodox,170,Loss,KO/TKO
7273,14/07/2018,USA,Chad Mendes,1/05/1985,Orthodox,145,Win,KO/TKO
7273,14/07/2018,USA,Myles Jury,31/10/1988,Orthodox,145,Loss,KO/TKO
7241,14/07/2018,USA,Marion Reneau,20/06/1977,Orthodox,135,Loss,DEC
7241,14/07/2018,USA,Cat Zingano,1/07/1982,Southpaw,135,Win,DEC
7287,14/07/2018,USA,Alejandro Perez,2/09/1989,Orthodox,135,Win,DEC
7287,14/07/2018,USA,Eddie Wineland,26/06/1984,Orthodox,135,Loss,DEC
7274,14/07/2018,USA,Alexander Volkanovski,29/09/1988,Orthodox,145,Win,DEC
7274,14/07/2018,USA,Darren Elkins,16/05/1984,Orthodox,145,Loss,DEC
7243,14/07/2018,USA,Said Nurmagomedov,5/04/1992,Orthodox,125,Win,DEC
7243,14/07/2018,USA,Justin Scoggins,2/05/1992,Southpaw,125,Loss,DEC
7317,14/07/2018,USA,Raoni Barcelos,1/05/1987,Orthodox,145,Win,KO/TKO
7317,14/07/2018,USA,Kurt Holobaugh,8/09/1986,Orthodox,145,Loss,KO/TKO
